"country","city","customer_id","customer_name","amount","payment_id","payment_date"
"Nigeria","Benin City",284,"Sonia Gregory","4.99",19695,"2007-03-01 10:49:39.996577"
"Nigeria","Benin City",284,"Sonia Gregory","3.99",19696,"2007-03-17 23:12:56.996577"
"Nigeria","Benin City",284,"Sonia Gregory","5.99",19697,"2007-03-20 18:51:13.996577"
"Nigeria","Benin City",284,"Sonia Gregory","4.99",19698,"2007-03-21 17:46:27.996577"
"Nigeria","Benin City",284,"Sonia Gregory","4.99",19699,"2007-03-21 21:22:28.996577"
"Nigeria","Benin City",284,"Sonia Gregory","4.99",19700,"2007-03-22 03:40:50.996577"
"Nigeria","Benin City",284,"Sonia Gregory","3.99",19701,"2007-03-22 11:47:45.996577"
"Japan","Otsu",285,"Miriam Mckinney","5.99",19702,"2007-03-01 09:11:38.996577"
"Japan","Otsu",285,"Miriam Mckinney","2.99",19703,"2007-03-01 14:01:45.996577"
"Japan","Otsu",285,"Miriam Mckinney","4.99",19704,"2007-03-01 14:13:23.996577"
"Japan","Otsu",285,"Miriam Mckinney","8.99",19705,"2007-03-17 18:29:38.996577"
"Japan","Otsu",285,"Miriam Mckinney","0.99",19706,"2007-03-18 09:21:38.996577"
"Japan","Otsu",285,"Miriam Mckinney","0.99",19707,"2007-03-18 09:31:30.996577"
"Japan","Otsu",285,"Miriam Mckinney","9.99",19708,"2007-03-18 18:26:05.996577"
"Japan","Otsu",285,"Miriam Mckinney","7.99",19709,"2007-03-19 09:30:29.996577"
"Japan","Otsu",285,"Miriam Mckinney","0.99",19710,"2007-03-22 16:32:23.996577"
"Japan","Otsu",285,"Miriam Mckinney","4.99",19711,"2007-03-23 00:35:07.996577"
"Nigeria","Effon-Alaiye",286,"Velma Lucas","0.99",19712,"2007-03-17 04:17:25.996577"
"Nigeria","Effon-Alaiye",286,"Velma Lucas","0.99",19713,"2007-03-18 14:55:34.996577"
"Nigeria","Effon-Alaiye",286,"Velma Lucas","0.99",19714,"2007-03-18 17:27:01.996577"
"Nigeria","Effon-Alaiye",286,"Velma Lucas","5.99",19715,"2007-03-20 05:46:01.996577"
"Nigeria","Effon-Alaiye",286,"Velma Lucas","4.99",19716,"2007-03-20 17:26:49.996577"
"Nigeria","Effon-Alaiye",286,"Velma Lucas","0.99",19717,"2007-03-22 03:02:48.996577"
"Nigeria","Effon-Alaiye",286,"Velma Lucas","4.99",19718,"2007-03-23 05:56:48.996577"
"India","Tambaram",287,"Becky Miles","2.99",19719,"2007-03-01 12:05:17.996577"
"India","Tambaram",287,"Becky Miles","4.99",19720,"2007-03-01 20:54:36.996577"
"India","Tambaram",287,"Becky Miles","4.99",19721,"2007-03-02 06:46:04.996577"
"India","Tambaram",287,"Becky Miles","4.99",19722,"2007-03-17 06:09:21.996577"
"India","Tambaram",287,"Becky Miles","2.99",19723,"2007-03-19 00:58:50.996577"
"India","Tambaram",287,"Becky Miles","6.99",19724,"2007-03-21 19:56:44.996577"
"India","Tambaram",287,"Becky Miles","1.99",19725,"2007-03-22 09:34:00.996577"
"India","Tambaram",287,"Becky Miles","4.99",19726,"2007-03-22 09:46:25.996577"
"India","Tambaram",287,"Becky Miles","0.99",19727,"2007-03-22 11:24:55.996577"
"India","Tambaram",287,"Becky Miles","2.99",19728,"2007-03-23 05:33:41.996577"
"Mexico","Valle de Santiago",288,"Bobbie Craig","9.99",19729,"2007-03-02 00:59:41.996577"
"Mexico","Valle de Santiago",288,"Bobbie Craig","2.99",19730,"2007-03-17 15:43:23.996577"
"Mexico","Valle de Santiago",288,"Bobbie Craig","1.99",19731,"2007-03-17 22:18:09.996577"
"Mexico","Valle de Santiago",288,"Bobbie Craig","2.99",19732,"2007-03-19 14:08:54.996577"
"Mexico","Valle de Santiago",288,"Bobbie Craig","0.99",19733,"2007-03-19 14:34:04.996577"
"Mexico","Valle de Santiago",288,"Bobbie Craig","2.99",19734,"2007-03-19 19:36:25.996577"
"Mexico","Valle de Santiago",288,"Bobbie Craig","0.99",19735,"2007-03-20 23:31:56.996577"
"Mexico","Valle de Santiago",288,"Bobbie Craig","0.99",19736,"2007-03-21 21:49:49.996577"
"Mexico","Valle de Santiago",288,"Bobbie Craig","2.99",19737,"2007-03-22 08:49:21.996577"
"Mexico","Valle de Santiago",288,"Bobbie Craig","2.99",19738,"2007-03-22 11:09:59.996577"
"Hong Kong","Kowloon and New Kowloon",289,"Violet Rodriquez","7.99",19739,"2007-03-01 02:33:30.996577"
"Hong Kong","Kowloon and New Kowloon",289,"Violet Rodriquez","1.99",19740,"2007-03-17 23:02:46.996577"
"Hong Kong","Kowloon and New Kowloon",289,"Violet Rodriquez","0.99",19741,"2007-03-17 23:34:36.996577"
"Hong Kong","Kowloon and New Kowloon",289,"Violet Rodriquez","7.99",19742,"2007-03-18 13:21:01.996577"
"Hong Kong","Kowloon and New Kowloon",289,"Violet Rodriquez","0.99",19743,"2007-03-19 12:02:36.996577"
"Hong Kong","Kowloon and New Kowloon",289,"Violet Rodriquez","0.99",19744,"2007-03-19 13:52:07.996577"
"Hong Kong","Kowloon and New Kowloon",289,"Violet Rodriquez","9.99",19745,"2007-03-19 15:22:38.996577"
"Hong Kong","Kowloon and New Kowloon",289,"Violet Rodriquez","5.99",19746,"2007-03-19 18:31:48.996577"
"Hong Kong","Kowloon and New Kowloon",289,"Violet Rodriquez","6.99",19747,"2007-03-20 14:10:31.996577"
"Hong Kong","Kowloon and New Kowloon",289,"Violet Rodriquez","0.99",19748,"2007-03-20 22:22:06.996577"
"Hong Kong","Kowloon and New Kowloon",289,"Violet Rodriquez","4.99",19749,"2007-03-21 20:45:23.996577"
"Hong Kong","Kowloon and New Kowloon",289,"Violet Rodriquez","4.99",19750,"2007-03-22 03:32:25.996577"
"Venezuela","Valle de la Pascua",290,"Kristina Chambers","2.99",19751,"2007-03-02 00:04:10.996577"
"Venezuela","Valle de la Pascua",290,"Kristina Chambers","6.99",19752,"2007-03-17 01:22:21.996577"
"Venezuela","Valle de la Pascua",290,"Kristina Chambers","3.99",19753,"2007-03-18 00:32:25.996577"
"Venezuela","Valle de la Pascua",290,"Kristina Chambers","4.99",19754,"2007-03-18 22:08:49.996577"
"Venezuela","Valle de la Pascua",290,"Kristina Chambers","1.99",19755,"2007-03-19 12:56:25.996577"
"Venezuela","Valle de la Pascua",290,"Kristina Chambers","2.99",19756,"2007-03-19 19:47:53.996577"
"Venezuela","Valle de la Pascua",290,"Kristina Chambers","2.99",19757,"2007-03-20 07:26:17.996577"
"United States","Roanoke",291,"Toni Holt","4.99",19758,"2007-03-01 08:08:09.996577"
"United States","Roanoke",291,"Toni Holt","0.99",19759,"2007-03-02 08:11:50.996577"
"United States","Roanoke",291,"Toni Holt","5.99",19760,"2007-03-20 06:47:46.996577"
"United States","Roanoke",291,"Toni Holt","4.99",19761,"2007-03-21 03:53:21.996577"
"United States","Roanoke",291,"Toni Holt","3.99",19762,"2007-03-23 07:22:52.996577"
"United Arab Emirates","Sharja",292,"Misty Lambert","4.99",19763,"2007-03-02 09:59:59.996577"
"United Arab Emirates","Sharja",292,"Misty Lambert","10.99",19764,"2007-03-18 20:43:44.996577"
"United Arab Emirates","Sharja",292,"Misty Lambert","2.99",19765,"2007-03-20 08:11:32.996577"
"United Arab Emirates","Sharja",292,"Misty Lambert","0.99",19766,"2007-03-21 12:39:45.996577"
"United Arab Emirates","Sharja",292,"Misty Lambert","4.99",19767,"2007-03-22 00:41:10.996577"
"United Arab Emirates","Sharja",292,"Misty Lambert","2.99",19768,"2007-03-22 11:06:46.996577"
"Spain","Donostia-San Sebastin",293,"Mae Fletcher","1.99",19769,"2007-03-02 07:38:30.996577"
"Spain","Donostia-San Sebastin",293,"Mae Fletcher","2.99",19770,"2007-03-17 00:21:46.996577"
"Spain","Donostia-San Sebastin",293,"Mae Fletcher","6.99",19771,"2007-03-19 06:24:17.996577"
"Spain","Donostia-San Sebastin",293,"Mae Fletcher","2.99",19772,"2007-03-19 06:56:30.996577"
"Spain","Donostia-San Sebastin",293,"Mae Fletcher","5.99",19773,"2007-03-20 00:30:14.996577"
"Spain","Donostia-San Sebastin",293,"Mae Fletcher","4.99",19774,"2007-03-20 11:43:56.996577"
"Spain","Donostia-San Sebastin",293,"Mae Fletcher","6.99",19775,"2007-03-21 04:04:23.996577"
"Spain","Donostia-San Sebastin",293,"Mae Fletcher","4.99",19776,"2007-03-22 16:51:10.996577"
"Spain","Donostia-San Sebastin",293,"Mae Fletcher","8.99",19777,"2007-03-22 21:46:07.996577"
"Spain","Donostia-San Sebastin",293,"Mae Fletcher","7.99",19778,"2007-03-23 01:17:30.996577"
"Spain","Donostia-San Sebastin",293,"Mae Fletcher","5.99",19779,"2007-03-23 07:47:18.996577"
"United States","Dayton",294,"Shelly Watts","6.99",19780,"2007-03-01 11:17:21.996577"
"United States","Dayton",294,"Shelly Watts","2.99",19781,"2007-03-01 12:53:47.996577"
"United States","Dayton",294,"Shelly Watts","4.99",19782,"2007-03-01 14:13:37.996577"
"United States","Dayton",294,"Shelly Watts","2.99",19783,"2007-03-02 05:39:19.996577"
"United States","Dayton",294,"Shelly Watts","2.99",19784,"2007-03-02 17:07:42.996577"
"United States","Dayton",294,"Shelly Watts","4.99",19785,"2007-03-17 12:45:14.996577"
"United States","Dayton",294,"Shelly Watts","2.99",19786,"2007-03-17 16:39:06.996577"
"United States","Dayton",294,"Shelly Watts","5.99",19787,"2007-03-18 03:15:11.996577"
"United States","Dayton",294,"Shelly Watts","2.99",19788,"2007-03-21 11:51:14.996577"
"United States","Dayton",294,"Shelly Watts","7.99",19789,"2007-03-21 17:12:10.996577"
"United States","Dayton",294,"Shelly Watts","5.99",19790,"2007-03-23 14:03:12.996577"
"Russian Federation","Kolpino",295,"Daisy Bates","3.99",19791,"2007-03-01 03:55:39.996577"
"Russian Federation","Kolpino",295,"Daisy Bates","4.99",19792,"2007-03-02 06:00:27.996577"
"Russian Federation","Kolpino",295,"Daisy Bates","5.99",19793,"2007-03-17 14:21:43.996577"
"Russian Federation","Kolpino",295,"Daisy Bates","4.99",19794,"2007-03-17 19:02:59.996577"
"Russian Federation","Kolpino",295,"Daisy Bates","0.99",19795,"2007-03-18 07:04:29.996577"
"Russian Federation","Kolpino",295,"Daisy Bates","0.99",19796,"2007-03-21 04:46:48.996577"
"Russian Federation","Kolpino",295,"Daisy Bates","6.99",19797,"2007-03-21 08:38:27.996577"
"Russian Federation","Kolpino",295,"Daisy Bates","6.99",19798,"2007-03-21 13:20:18.996577"
"India","Patiala",296,"Ramona Hale","4.99",19799,"2007-03-17 00:06:17.996577"
"India","Patiala",296,"Ramona Hale","4.99",19800,"2007-03-17 11:11:56.996577"
"India","Patiala",296,"Ramona Hale","3.99",19801,"2007-03-18 18:35:00.996577"
"India","Patiala",296,"Ramona Hale","2.99",19802,"2007-03-19 23:30:52.996577"
"India","Patiala",296,"Ramona Hale","2.99",19803,"2007-03-20 07:55:46.996577"
"India","Patiala",296,"Ramona Hale","4.99",19804,"2007-03-20 11:51:41.996577"
"India","Patiala",296,"Ramona Hale","1.99",19805,"2007-03-20 17:58:10.996577"
"India","Patiala",296,"Ramona Hale","7.99",19806,"2007-03-21 15:08:52.996577"
"India","Patiala",296,"Ramona Hale","2.99",19807,"2007-03-22 07:25:14.996577"
"India","Patiala",296,"Ramona Hale","7.99",19808,"2007-03-23 14:47:28.996577"
"India","Ahmadnagar",297,"Sherri Rhodes","4.99",19809,"2007-03-01 01:31:38.996577"
"India","Ahmadnagar",297,"Sherri Rhodes","0.99",19810,"2007-03-02 12:40:07.996577"
"India","Ahmadnagar",297,"Sherri Rhodes","0.99",19811,"2007-03-02 18:03:45.996577"
"India","Ahmadnagar",297,"Sherri Rhodes","4.99",19812,"2007-03-17 00:43:02.996577"
"India","Ahmadnagar",297,"Sherri Rhodes","2.99",19813,"2007-03-17 09:02:50.996577"
"India","Ahmadnagar",297,"Sherri Rhodes","0.99",19814,"2007-03-17 09:16:31.996577"
"India","Ahmadnagar",297,"Sherri Rhodes","10.99",19815,"2007-03-18 10:27:14.996577"
"India","Ahmadnagar",297,"Sherri Rhodes","2.99",19816,"2007-03-19 18:27:47.996577"
"India","Ahmadnagar",297,"Sherri Rhodes","4.99",19817,"2007-03-20 08:31:25.996577"
"India","Ahmadnagar",297,"Sherri Rhodes","1.99",19818,"2007-03-20 14:08:08.996577"
"India","Ahmadnagar",297,"Sherri Rhodes","5.99",19819,"2007-03-21 09:09:00.996577"
"India","Ahmadnagar",297,"Sherri Rhodes","2.99",19820,"2007-03-23 04:14:10.996577"
"India","Ahmadnagar",297,"Sherri Rhodes","4.99",19821,"2007-03-23 09:11:26.996577"
"Finland","Oulu",298,"Erika Pena","6.99",19822,"2007-03-01 01:03:54.996577"
"Finland","Oulu",298,"Erika Pena","0.99",19823,"2007-03-02 05:39:05.996577"
"Finland","Oulu",298,"Erika Pena","6.99",19824,"2007-03-02 13:22:34.996577"
"Finland","Oulu",298,"Erika Pena","0.99",19825,"2007-03-17 20:26:45.996577"
"Finland","Oulu",298,"Erika Pena","8.99",19826,"2007-03-18 21:50:16.996577"
"Finland","Oulu",298,"Erika Pena","0.99",19827,"2007-03-19 12:17:33.996577"
"Finland","Oulu",298,"Erika Pena","4.99",19828,"2007-03-19 15:11:30.996577"
"Finland","Oulu",298,"Erika Pena","0.99",19829,"2007-03-21 11:47:29.996577"
"Finland","Oulu",298,"Erika Pena","3.99",19830,"2007-03-22 16:18:01.996577"
"Finland","Oulu",298,"Erika Pena","4.99",19831,"2007-03-22 16:53:47.996577"
"Finland","Oulu",298,"Erika Pena","4.99",19832,"2007-03-23 06:41:52.996577"
"Japan","Hiroshima",299,"James Gannon","2.99",19833,"2007-03-01 07:22:58.996577"
"Japan","Hiroshima",299,"James Gannon","6.99",19834,"2007-03-17 02:55:50.996577"
"Japan","Hiroshima",299,"James Gannon","5.99",19835,"2007-03-17 07:31:50.996577"
"Japan","Hiroshima",299,"James Gannon","0.99",19836,"2007-03-17 17:14:47.996577"
"Japan","Hiroshima",299,"James Gannon","4.99",19837,"2007-03-19 08:23:46.996577"
"Japan","Hiroshima",299,"James Gannon","0.99",19838,"2007-03-21 02:37:44.996577"
"Japan","Hiroshima",299,"James Gannon","3.99",19839,"2007-03-21 14:22:18.996577"
"Japan","Hiroshima",299,"James Gannon","4.99",19840,"2007-03-22 02:38:36.996577"
"Japan","Hiroshima",299,"James Gannon","6.99",19841,"2007-03-22 02:55:00.996577"
"India","Parbhani",300,"John Farnsworth","4.99",19842,"2007-03-02 02:40:43.996577"
"India","Parbhani",300,"John Farnsworth","2.99",19843,"2007-03-18 11:08:03.996577"
"India","Parbhani",300,"John Farnsworth","5.99",19844,"2007-03-18 16:50:53.996577"
"India","Parbhani",300,"John Farnsworth","3.99",19845,"2007-03-19 15:29:46.996577"
"India","Parbhani",300,"John Farnsworth","0.99",19846,"2007-03-19 17:12:19.996577"
"India","Parbhani",300,"John Farnsworth","6.99",19847,"2007-03-20 00:20:56.996577"
"India","Parbhani",300,"John Farnsworth","5.99",19848,"2007-03-20 08:19:18.996577"
"India","Parbhani",300,"John Farnsworth","7.99",19849,"2007-03-21 18:30:00.996577"
"India","Parbhani",300,"John Farnsworth","9.99",19850,"2007-03-21 19:36:25.996577"
"India","Parbhani",300,"John Farnsworth","2.99",19851,"2007-03-22 08:37:16.996577"
"India","Parbhani",300,"John Farnsworth","5.99",19852,"2007-03-23 13:12:12.996577"
"Russian Federation","Kaliningrad",301,"Robert Baughman","0.99",19853,"2007-03-01 23:15:45.996577"
"Russian Federation","Kaliningrad",301,"Robert Baughman","5.99",19854,"2007-03-19 12:37:52.996577"
"Russian Federation","Kaliningrad",301,"Robert Baughman","2.99",19855,"2007-03-20 05:42:13.996577"
"Russian Federation","Kaliningrad",301,"Robert Baughman","10.99",19856,"2007-03-22 14:53:08.996577"
"Russian Federation","Kaliningrad",301,"Robert Baughman","1.99",19857,"2007-03-22 17:07:37.996577"
"China","Tiefa",302,"Michael Silverman","0.99",19858,"2007-03-01 03:24:39.996577"
"China","Tiefa",302,"Michael Silverman","7.99",19859,"2007-03-17 21:53:47.996577"
"China","Tiefa",302,"Michael Silverman","4.99",19860,"2007-03-18 12:08:19.996577"
"China","Tiefa",302,"Michael Silverman","2.99",19861,"2007-03-19 02:38:04.996577"
"China","Tiefa",302,"Michael Silverman","2.99",19862,"2007-03-20 15:11:28.996577"
"China","Tiefa",302,"Michael Silverman","4.99",19863,"2007-03-20 23:53:26.996577"
"China","Tiefa",302,"Michael Silverman","3.99",19864,"2007-03-21 04:03:43.996577"
"China","Tiefa",302,"Michael Silverman","2.99",19865,"2007-03-23 04:05:39.996577"
"China","Tiefa",302,"Michael Silverman","5.99",19866,"2007-03-23 05:50:28.996577"
"China","Tiefa",302,"Michael Silverman","0.99",19867,"2007-03-23 10:08:34.996577"
"China","Tiefa",302,"Michael Silverman","6.99",19868,"2007-03-23 18:50:43.996577"
"Yemen","Sanaa",303,"William Satterfield","4.99",19869,"2007-03-02 12:11:10.996577"
"Yemen","Sanaa",303,"William Satterfield","2.99",19870,"2007-03-17 04:22:41.996577"
"Yemen","Sanaa",303,"William Satterfield","2.99",19871,"2007-03-17 16:56:15.996577"
"Yemen","Sanaa",303,"William Satterfield","0.99",19872,"2007-03-17 21:39:38.996577"
"Yemen","Sanaa",303,"William Satterfield","0.99",19873,"2007-03-18 06:23:35.996577"
"Yemen","Sanaa",303,"William Satterfield","2.99",19874,"2007-03-18 10:28:10.996577"
"Yemen","Sanaa",303,"William Satterfield","5.99",19875,"2007-03-21 21:37:58.996577"
"Yemen","Sanaa",303,"William Satterfield","4.99",19876,"2007-03-21 23:08:48.996577"
"Yemen","Sanaa",303,"William Satterfield","3.99",19877,"2007-03-23 01:24:08.996577"
"Peru","Callao",304,"David Royal","0.99",19878,"2007-03-01 14:03:40.996577"
"Peru","Callao",304,"David Royal","4.99",19879,"2007-03-17 16:42:21.996577"
"Peru","Callao",304,"David Royal","5.99",19880,"2007-03-18 12:45:56.996577"
"Peru","Callao",304,"David Royal","3.99",19881,"2007-03-20 14:59:59.996577"
"Peru","Callao",304,"David Royal","0.99",19882,"2007-03-20 19:38:58.996577"
"Peru","Callao",304,"David Royal","4.99",19883,"2007-03-22 02:55:04.996577"
"Peru","Callao",304,"David Royal","4.99",19884,"2007-03-22 04:34:04.996577"
"United States","Arlington",305,"Richard Mccrary","4.99",19885,"2007-03-01 06:54:34.996577"
"United States","Arlington",305,"Richard Mccrary","4.99",19886,"2007-03-02 01:04:10.996577"
"United States","Arlington",305,"Richard Mccrary","2.99",19887,"2007-03-02 02:46:19.996577"
"United States","Arlington",305,"Richard Mccrary","5.99",19888,"2007-03-02 04:24:05.996577"
"United States","Arlington",305,"Richard Mccrary","3.99",19889,"2007-03-17 10:20:05.996577"
"United States","Arlington",305,"Richard Mccrary","3.99",19890,"2007-03-18 14:46:16.996577"
"United States","Arlington",305,"Richard Mccrary","0.99",19891,"2007-03-19 00:31:52.996577"
"United States","Arlington",305,"Richard Mccrary","4.99",19892,"2007-03-20 10:37:52.996577"
"United States","Arlington",305,"Richard Mccrary","2.99",19893,"2007-03-22 22:22:30.996577"
"United States","Arlington",305,"Richard Mccrary","6.99",19894,"2007-03-23 05:27:33.996577"
"Malaysia","Sungai Petani",306,"Charles Kowalski","5.99",19895,"2007-03-01 23:40:39.996577"
"Malaysia","Sungai Petani",306,"Charles Kowalski","4.99",19896,"2007-03-02 07:58:37.996577"
"Malaysia","Sungai Petani",306,"Charles Kowalski","0.99",19897,"2007-03-02 18:52:28.996577"
"Malaysia","Sungai Petani",306,"Charles Kowalski","6.99",19898,"2007-03-17 04:24:53.996577"
"Malaysia","Sungai Petani",306,"Charles Kowalski","0.99",19899,"2007-03-17 08:55:45.996577"
"Malaysia","Sungai Petani",306,"Charles Kowalski","7.99",19900,"2007-03-18 01:28:37.996577"
"Malaysia","Sungai Petani",306,"Charles Kowalski","2.99",19901,"2007-03-19 05:47:30.996577"
"Malaysia","Sungai Petani",306,"Charles Kowalski","4.99",19902,"2007-03-20 07:25:54.996577"
"Malaysia","Sungai Petani",306,"Charles Kowalski","5.99",19903,"2007-03-20 08:36:53.996577"
"Malaysia","Sungai Petani",306,"Charles Kowalski","0.99",19904,"2007-03-20 13:39:37.996577"
"Malaysia","Sungai Petani",306,"Charles Kowalski","4.99",19905,"2007-03-20 18:14:09.996577"
"Malaysia","Sungai Petani",306,"Charles Kowalski","2.99",19906,"2007-03-22 23:36:03.996577"
"Malaysia","Sungai Petani",306,"Charles Kowalski","7.99",19907,"2007-03-23 14:47:40.996577"
"Brazil","Angra dos Reis",307,"Joseph Joy","0.99",19908,"2007-03-01 04:53:53.996577"
"Brazil","Angra dos Reis",307,"Joseph Joy","2.99",19909,"2007-03-01 18:25:32.996577"
"Brazil","Angra dos Reis",307,"Joseph Joy","7.99",19910,"2007-03-02 21:13:16.996577"
"Brazil","Angra dos Reis",307,"Joseph Joy","4.99",19911,"2007-03-18 07:21:19.996577"
"Brazil","Angra dos Reis",307,"Joseph Joy","6.99",19912,"2007-03-19 19:41:03.996577"
"Brazil","Angra dos Reis",307,"Joseph Joy","0.99",19913,"2007-03-21 03:33:00.996577"
"Brazil","Angra dos Reis",307,"Joseph Joy","4.99",19914,"2007-03-23 01:32:19.996577"
"United States","Kansas City",308,"Thomas Grigsby","2.99",19915,"2007-03-01 11:53:56.996577"
"United States","Kansas City",308,"Thomas Grigsby","0.99",19916,"2007-03-01 20:31:17.996577"
"United States","Kansas City",308,"Thomas Grigsby","4.99",19917,"2007-03-01 21:21:23.996577"
"United States","Kansas City",308,"Thomas Grigsby","2.99",19918,"2007-03-17 08:23:54.996577"
"United States","Kansas City",308,"Thomas Grigsby","4.99",19919,"2007-03-17 16:24:12.996577"
"United States","Kansas City",308,"Thomas Grigsby","3.99",19920,"2007-03-18 13:43:02.996577"
"United States","Kansas City",308,"Thomas Grigsby","6.99",19921,"2007-03-18 14:40:01.996577"
"United States","Kansas City",308,"Thomas Grigsby","6.99",19922,"2007-03-19 00:20:16.996577"
"United States","Kansas City",308,"Thomas Grigsby","2.99",19923,"2007-03-20 12:58:27.996577"
"United States","Kansas City",308,"Thomas Grigsby","2.99",19924,"2007-03-22 04:35:36.996577"
"United States","Kansas City",308,"Thomas Grigsby","4.99",19925,"2007-03-22 16:16:54.996577"
"United States","Kansas City",308,"Thomas Grigsby","4.99",19926,"2007-03-23 00:49:19.996577"
"United States","Kansas City",308,"Thomas Grigsby","2.99",19927,"2007-03-23 13:31:39.996577"
"Italy","Brescia",309,"Christopher Greco","2.99",19928,"2007-03-01 07:48:14.996577"
"Italy","Brescia",309,"Christopher Greco","0.99",19929,"2007-03-01 17:43:35.996577"
"Italy","Brescia",309,"Christopher Greco","2.99",19930,"2007-03-01 21:21:11.996577"
"Italy","Brescia",309,"Christopher Greco","6.99",19931,"2007-03-17 16:05:29.996577"
"Italy","Brescia",309,"Christopher Greco","5.99",19932,"2007-03-19 06:36:30.996577"
"Italy","Brescia",309,"Christopher Greco","0.99",19933,"2007-03-20 00:26:41.996577"
"Italy","Brescia",309,"Christopher Greco","4.99",19934,"2007-03-20 14:55:02.996577"
"Italy","Brescia",309,"Christopher Greco","5.99",19935,"2007-03-22 00:42:14.996577"
"Italy","Brescia",309,"Christopher Greco","4.99",19936,"2007-03-22 22:26:35.996577"
"Brazil","Ibirit",310,"Daniel Cabral","2.99",19937,"2007-03-02 07:53:57.996577"
"Brazil","Ibirit",310,"Daniel Cabral","4.99",19938,"2007-03-18 11:34:17.996577"
"Brazil","Ibirit",310,"Daniel Cabral","7.99",19939,"2007-03-18 19:31:16.996577"
"Brazil","Ibirit",310,"Daniel Cabral","4.99",19940,"2007-03-19 03:33:49.996577"
"Brazil","Ibirit",310,"Daniel Cabral","5.99",19941,"2007-03-22 05:21:47.996577"
"Russian Federation","Kursk",311,"Paul Trout","4.99",19942,"2007-03-01 07:37:57.996577"
"Russian Federation","Kursk",311,"Paul Trout","2.99",19943,"2007-03-19 06:00:12.996577"
"Russian Federation","Kursk",311,"Paul Trout","0.99",19944,"2007-03-19 17:33:42.996577"
"Russian Federation","Kursk",311,"Paul Trout","1.99",19945,"2007-03-19 21:36:08.996577"
"Russian Federation","Kursk",311,"Paul Trout","4.99",19946,"2007-03-21 13:25:29.996577"
"Russian Federation","Kursk",311,"Paul Trout","9.99",19947,"2007-03-23 13:43:28.996577"
"Russian Federation","Kursk",311,"Paul Trout","8.99",19948,"2007-03-23 20:02:59.996577"
"Saudi Arabia","Tabuk",312,"Mark Rinehart","2.99",19949,"2007-03-01 22:37:05.996577"
"Saudi Arabia","Tabuk",312,"Mark Rinehart","0.99",19950,"2007-03-02 12:04:00.996577"
"Saudi Arabia","Tabuk",312,"Mark Rinehart","5.99",19951,"2007-03-17 12:53:35.996577"
"Saudi Arabia","Tabuk",312,"Mark Rinehart","2.99",19952,"2007-03-18 00:12:02.996577"
"Saudi Arabia","Tabuk",312,"Mark Rinehart","0.99",19953,"2007-03-19 04:20:12.996577"
"Saudi Arabia","Tabuk",312,"Mark Rinehart","2.99",19954,"2007-03-21 07:48:15.996577"
"Saudi Arabia","Tabuk",312,"Mark Rinehart","3.99",19955,"2007-03-21 12:51:27.996577"
"Saudi Arabia","Tabuk",312,"Mark Rinehart","4.99",19956,"2007-03-22 10:23:29.996577"
"Saudi Arabia","Tabuk",312,"Mark Rinehart","6.99",19957,"2007-03-23 15:12:57.996577"
"China","Ezhou",313,"Donald Mahon","5.99",19958,"2007-03-01 00:35:58.996577"
"China","Ezhou",313,"Donald Mahon","7.99",19959,"2007-03-02 01:19:15.996577"
"China","Ezhou",313,"Donald Mahon","2.99",19960,"2007-03-17 12:11:18.996577"
"China","Ezhou",313,"Donald Mahon","2.99",19961,"2007-03-17 17:48:10.996577"
"China","Ezhou",313,"Donald Mahon","2.99",19962,"2007-03-21 04:08:01.996577"
"China","Ezhou",313,"Donald Mahon","4.99",19963,"2007-03-21 06:44:04.996577"
"China","Ezhou",313,"Donald Mahon","2.99",19964,"2007-03-22 09:42:57.996577"
"China","Ezhou",313,"Donald Mahon","0.99",19965,"2007-03-22 19:24:22.996577"
"China","Ezhou",313,"Donald Mahon","6.99",19966,"2007-03-23 03:52:55.996577"
"Brazil","Sorocaba",314,"George Linton","3.99",19967,"2007-03-17 14:11:35.996577"
"Brazil","Sorocaba",314,"George Linton","0.99",19968,"2007-03-18 09:06:34.996577"
"Brazil","Sorocaba",314,"George Linton","3.99",19969,"2007-03-19 10:16:04.996577"
"Brazil","Sorocaba",314,"George Linton","2.99",19970,"2007-03-19 15:57:26.996577"
"Brazil","Sorocaba",314,"George Linton","3.99",19971,"2007-03-20 02:35:47.996577"
"Brazil","Sorocaba",314,"George Linton","4.99",19972,"2007-03-21 00:40:04.996577"
"Brazil","Sorocaba",314,"George Linton","4.99",19973,"2007-03-21 09:22:01.996577"
"Brazil","Sorocaba",314,"George Linton","4.99",19974,"2007-03-21 18:54:23.996577"
"Brazil","Sorocaba",314,"George Linton","4.99",19975,"2007-03-21 23:41:10.996577"
"Brazil","Sorocaba",314,"George Linton","5.99",19976,"2007-03-22 01:59:32.996577"
"Brazil","Sorocaba",314,"George Linton","3.99",19977,"2007-03-23 20:06:25.996577"
"Israel","Bat Yam",315,"Kenneth Gooden","0.99",19978,"2007-03-02 12:12:15.996577"
"Israel","Bat Yam",315,"Kenneth Gooden","2.99",19979,"2007-03-17 22:52:56.996577"
"Israel","Bat Yam",315,"Kenneth Gooden","2.99",19980,"2007-03-20 23:14:27.996577"
"Israel","Bat Yam",315,"Kenneth Gooden","2.99",19981,"2007-03-21 01:24:00.996577"
